,n,sq_run_time_v1,sq_run_time_v2,l_run_time_v1,l_run_time_v2
0,1.0,0.0040531158447265625,0.0030994415283203125,0.0030994415283203125,0.0021457672119140625
1,4.0,0.37479400634765625,0.10609626770019531,0.030994415283203125,0.06771087646484375
2,9.0,0.164031982421875,0.3762245178222656,0.15401840209960938,0.25200843811035156
3,16.0,0.5261898040771484,0.5018711090087891,0.5028247833251953,0.49304962158203125
4,25.0,1.2578964233398438,1.4767646789550781,1.1687278747558594,1.0073184967041016
5,36.0,2.6018619537353516,1.2841224670410156,2.413034439086914,1.5060901641845703
6,49.0,4.607915878295898,1.6047954559326172,4.790067672729492,2.3720264434814453
7,64.0,7.897853851318359,2.0170211791992188,7.928133010864258,3.9741992950439453
8,81.0,12.63880729675293,5.839824676513672,12.727737426757812,5.483150482177734
